log,advertiser_id,product_id
2023-04-23,8C88YB6E8YCGWU07HA7A,5zjbo5
2023-04-23,8C88YB6E8YCGWU07HA7A,7n9nl9
2023-04-23,8C88YB6E8YCGWU07HA7A,8zjv7w
2023-04-23,8C88YB6E8YCGWU07HA7A,94xh2d
2023-04-23,8C88YB6E8YCGWU07HA7A,bnb7hm
2023-04-23,9Z77N44VDW6KX6VBWJ4X,1bfxkf
2023-04-23,9Z77N44VDW6KX6VBWJ4X,073bf1
2023-04-23,9Z77N44VDW6KX6VBWJ4X,09cbfa
2023-04-23,9Z77N44VDW6KX6VBWJ4X,0nljb9
2023-04-23,9Z77N44VDW6KX6VBWJ4X,0v4cfd
2023-04-23,9Z77N44VDW6KX6VBWJ4X,1cmjuh
2023-04-23,9Z77N44VDW6KX6VBWJ4X,1jv8ck
2023-04-23,9Z77N44VDW6KX6VBWJ4X,25c4hl
2023-04-23,9Z77N44VDW6KX6VBWJ4X,4w0h6r
2023-04-23,9Z77N44VDW6KX6VBWJ4X,6no4h4
2023-04-23,9Z77N44VDW6KX6VBWJ4X,75encc
2023-04-23,9Z77N44VDW6KX6VBWJ4X,7g0wvb
2023-04-23,9Z77N44VDW6KX6VBWJ4X,7t4hxs
2023-04-23,9Z77N44VDW6KX6VBWJ4X,b6jxck
2023-04-23,9Z77N44VDW6KX6VBWJ4X,bei3gv
2023-04-23,9Z77N44VDW6KX6VBWJ4X,bjvdpa
2023-04-23,9Z77N44VDW6KX6VBWJ4X,cp4txh
2023-04-23,9Z77N44VDW6KX6VBWJ4X,ctmr84
2023-04-23,9Z77N44VDW6KX6VBWJ4X,d9jit4
2023-04-23,9Z77N44VDW6KX6VBWJ4X,dy4fdn
2023-04-23,AK81O7W3KGPEN8LABG2N,n04sl2
2023-04-23,AK81O7W3KGPEN8LABG2N,d82ukb
2023-04-23,AK81O7W3KGPEN8LABG2N,0375tj
2023-04-23,AK81O7W3KGPEN8LABG2N,08kcto
2023-04-23,AK81O7W3KGPEN8LABG2N,0hk4un
2023-04-23,AK81O7W3KGPEN8LABG2N,1g1kgt
2023-04-23,AK81O7W3KGPEN8LABG2N,206qg3
2023-04-23,AK81O7W3KGPEN8LABG2N,29s3ve
2023-04-23,AK81O7W3KGPEN8LABG2N,2ek1oh
2023-04-23,AK81O7W3KGPEN8LABG2N,4d1wmt
2023-04-23,AK81O7W3KGPEN8LABG2N,4ilgyf
2023-04-23,AK81O7W3KGPEN8LABG2N,4xwp1v
2023-04-23,AK81O7W3KGPEN8LABG2N,56uamd
2023-04-23,AK81O7W3KGPEN8LABG2N,59f9qj
2023-04-23,AK81O7W3KGPEN8LABG2N,66rcn0
2023-04-23,AK81O7W3KGPEN8LABG2N,6bicwq
2023-04-23,AK81O7W3KGPEN8LABG2N,6x3k6b
2023-04-23,AK81O7W3KGPEN8LABG2N,724cgy
2023-04-23,AK81O7W3KGPEN8LABG2N,934o6b
2023-04-23,AK81O7W3KGPEN8LABG2N,9fx1rf
2023-04-23,EN1SA43DTN2LIR8DEW5S,cobut9
2023-04-23,EN1SA43DTN2LIR8DEW5S,mxsrmr
2023-04-23,EN1SA43DTN2LIR8DEW5S,0kwo2k
2023-04-23,EN1SA43DTN2LIR8DEW5S,0x1xvs
2023-04-23,EN1SA43DTN2LIR8DEW5S,2lvz0y
2023-04-23,EN1SA43DTN2LIR8DEW5S,2uqhzn
2023-04-23,EN1SA43DTN2LIR8DEW5S,3i8xh8
2023-04-23,EN1SA43DTN2LIR8DEW5S,3lu35j
2023-04-23,EN1SA43DTN2LIR8DEW5S,452w3x
2023-04-23,EN1SA43DTN2LIR8DEW5S,4htimq
2023-04-23,EN1SA43DTN2LIR8DEW5S,5ek4a4
2023-04-23,EN1SA43DTN2LIR8DEW5S,69ncq4
2023-04-23,EN1SA43DTN2LIR8DEW5S,6gk5f5
2023-04-23,EN1SA43DTN2LIR8DEW5S,6kywq1
2023-04-23,EN1SA43DTN2LIR8DEW5S,7pc783
2023-04-23,EN1SA43DTN2LIR8DEW5S,9lk78t
2023-04-23,EN1SA43DTN2LIR8DEW5S,bjk183
2023-04-23,EN1SA43DTN2LIR8DEW5S,bwgkgf
2023-04-23,EN1SA43DTN2LIR8DEW5S,ccw4bg
2023-04-23,EN1SA43DTN2LIR8DEW5S,cqc03j
2023-04-23,GXLKAA83238FVRU718EX,6em8eh
2023-04-23,GXLKAA83238FVRU718EX,0umktp
2023-04-23,GXLKAA83238FVRU718EX,4zcdiu
2023-04-23,GXLKAA83238FVRU718EX,5f0yrb
2023-04-23,GXLKAA83238FVRU718EX,5gf94k
2023-04-23,GXLKAA83238FVRU718EX,6ejrk7
2023-04-23,GXLKAA83238FVRU718EX,8milxx
2023-04-23,GXLKAA83238FVRU718EX,8nh5uy
2023-04-23,GXLKAA83238FVRU718EX,94ev02
2023-04-23,GXLKAA83238FVRU718EX,b27i2o
2023-04-23,GXLKAA83238FVRU718EX,bugbua
2023-04-23,GXLKAA83238FVRU718EX,dpqkvw
2023-04-23,GXLKAA83238FVRU718EX,ds5811
2023-04-23,GXLKAA83238FVRU718EX,e8mnq1
2023-04-23,GXLKAA83238FVRU718EX,enk650
2023-04-23,GXLKAA83238FVRU718EX,eume3j
2023-04-23,GXLKAA83238FVRU718EX,fwji88
2023-04-23,GXLKAA83238FVRU718EX,fzxh04
2023-04-23,GXLKAA83238FVRU718EX,i2oj0g
2023-04-23,GXLKAA83238FVRU718EX,in90an
2023-04-23,HC26ZE93SA4WWA0BRFM6,lduscu
2023-04-23,HC26ZE93SA4WWA0BRFM6,0f1l9j
2023-04-23,HC26ZE93SA4WWA0BRFM6,0j1fdn
2023-04-23,HC26ZE93SA4WWA0BRFM6,0js6zl
2023-04-23,HC26ZE93SA4WWA0BRFM6,0qky5i
2023-04-23,HC26ZE93SA4WWA0BRFM6,4zqqvb
2023-04-23,HC26ZE93SA4WWA0BRFM6,5oxviy
2023-04-23,HC26ZE93SA4WWA0BRFM6,5tzuvy
2023-04-23,HC26ZE93SA4WWA0BRFM6,5y5fc1
2023-04-23,HC26ZE93SA4WWA0BRFM6,62dvuj
2023-04-23,HC26ZE93SA4WWA0BRFM6,73c363
2023-04-23,HC26ZE93SA4WWA0BRFM6,8avrun
2023-04-23,HC26ZE93SA4WWA0BRFM6,99watc
2023-04-23,HC26ZE93SA4WWA0BRFM6,a3f9u4
2023-04-23,HC26ZE93SA4WWA0BRFM6,bpka6s
2023-04-23,HC26ZE93SA4WWA0BRFM6,buhby4
2023-04-23,HC26ZE93SA4WWA0BRFM6,c1eoqu
2023-04-23,HC26ZE93SA4WWA0BRFM6,ch5zmr
2023-04-23,HC26ZE93SA4WWA0BRFM6,d5nqms
2023-04-23,HC26ZE93SA4WWA0BRFM6,e8c9sa
2023-04-23,IDOFCO721HTJGDH7332G,015ly6
2023-04-23,IDOFCO721HTJGDH7332G,0z7gam
2023-04-23,IDOFCO721HTJGDH7332G,1f34uj
2023-04-23,IDOFCO721HTJGDH7332G,20peku
2023-04-23,IDOFCO721HTJGDH7332G,2cwgag
2023-04-23,IDOFCO721HTJGDH7332G,31g3uj
2023-04-23,IDOFCO721HTJGDH7332G,3h779a
2023-04-23,IDOFCO721HTJGDH7332G,3ql6y1
2023-04-23,IDOFCO721HTJGDH7332G,3rjex0
2023-04-23,IDOFCO721HTJGDH7332G,5c72vt
2023-04-23,IDOFCO721HTJGDH7332G,5mzg98
2023-04-23,IDOFCO721HTJGDH7332G,6aovfr
2023-04-23,IDOFCO721HTJGDH7332G,6r9sgw
2023-04-23,IDOFCO721HTJGDH7332G,8y08ql
2023-04-23,IDOFCO721HTJGDH7332G,912870
2023-04-23,IDOFCO721HTJGDH7332G,9fi4e8
2023-04-23,IDOFCO721HTJGDH7332G,9fzvb3
2023-04-23,IDOFCO721HTJGDH7332G,9gh88y
2023-04-23,IDOFCO721HTJGDH7332G,9p0u9m
2023-04-23,IDOFCO721HTJGDH7332G,a5axui
2023-04-23,IOBPI63RBJIHI5FB7U9O,0kre8o
2023-04-23,IOBPI63RBJIHI5FB7U9O,0sqjeh
2023-04-23,IOBPI63RBJIHI5FB7U9O,3cidx4
2023-04-23,IOBPI63RBJIHI5FB7U9O,445jwt
2023-04-23,IOBPI63RBJIHI5FB7U9O,513q6i
2023-04-23,IOBPI63RBJIHI5FB7U9O,5qxutt
2023-04-23,IOBPI63RBJIHI5FB7U9O,5rsuey
2023-04-23,IOBPI63RBJIHI5FB7U9O,6xiyqw
2023-04-23,IOBPI63RBJIHI5FB7U9O,6xs4s4
2023-04-23,IOBPI63RBJIHI5FB7U9O,746l38
2023-04-23,IOBPI63RBJIHI5FB7U9O,7aqxgy
2023-04-23,IOBPI63RBJIHI5FB7U9O,81an2b
2023-04-23,IOBPI63RBJIHI5FB7U9O,85ny3i
2023-04-23,IOBPI63RBJIHI5FB7U9O,8kzbc4
2023-04-23,IOBPI63RBJIHI5FB7U9O,c7tfns
2023-04-23,IOBPI63RBJIHI5FB7U9O,clatea
2023-04-23,IOBPI63RBJIHI5FB7U9O,cmfd7a
2023-04-23,IOBPI63RBJIHI5FB7U9O,e7dyf4
2023-04-23,IOBPI63RBJIHI5FB7U9O,ev2ask
2023-04-23,IOBPI63RBJIHI5FB7U9O,f000fl
2023-04-23,KD9PHCBGYFBRI9ET1O9R,rximph
2023-04-23,KD9PHCBGYFBRI9ET1O9R,zuojyr
2023-04-23,KD9PHCBGYFBRI9ET1O9R,0n7w6c
2023-04-23,KD9PHCBGYFBRI9ET1O9R,3xrxgz
2023-04-23,KD9PHCBGYFBRI9ET1O9R,40qfw4
2023-04-23,KD9PHCBGYFBRI9ET1O9R,41ljsb
2023-04-23,KD9PHCBGYFBRI9ET1O9R,58nqjt
2023-04-23,KD9PHCBGYFBRI9ET1O9R,5putin
2023-04-23,KD9PHCBGYFBRI9ET1O9R,63tkkc
2023-04-23,KD9PHCBGYFBRI9ET1O9R,65hgvy
2023-04-23,KD9PHCBGYFBRI9ET1O9R,65m390
2023-04-23,KD9PHCBGYFBRI9ET1O9R,6w4e27
2023-04-23,KD9PHCBGYFBRI9ET1O9R,730uqj
2023-04-23,KD9PHCBGYFBRI9ET1O9R,7rqk4l
2023-04-23,KD9PHCBGYFBRI9ET1O9R,8l596a
2023-04-23,KD9PHCBGYFBRI9ET1O9R,ay28n3
2023-04-23,KD9PHCBGYFBRI9ET1O9R,col93f
2023-04-23,KD9PHCBGYFBRI9ET1O9R,d3ex6m
2023-04-23,KD9PHCBGYFBRI9ET1O9R,dhws5i
2023-04-23,KD9PHCBGYFBRI9ET1O9R,e5caxh
2023-04-23,L6WM4665XZVS9MCZRTVI,g7u2nn
2023-04-23,L6WM4665XZVS9MCZRTVI,0q85gk
2023-04-23,L6WM4665XZVS9MCZRTVI,2pfn2k
2023-04-23,L6WM4665XZVS9MCZRTVI,3pjbf8
2023-04-23,L6WM4665XZVS9MCZRTVI,4bm6z6
2023-04-23,L6WM4665XZVS9MCZRTVI,512n9n
2023-04-23,L6WM4665XZVS9MCZRTVI,5e7onl
2023-04-23,L6WM4665XZVS9MCZRTVI,6awfzy
2023-04-23,L6WM4665XZVS9MCZRTVI,6jxm1s
2023-04-23,L6WM4665XZVS9MCZRTVI,72hyfa
2023-04-23,L6WM4665XZVS9MCZRTVI,93tnqq
2023-04-23,L6WM4665XZVS9MCZRTVI,9x2xrs
2023-04-23,L6WM4665XZVS9MCZRTVI,a1orlq
2023-04-23,L6WM4665XZVS9MCZRTVI,acq57a
2023-04-23,L6WM4665XZVS9MCZRTVI,b6en30
2023-04-23,L6WM4665XZVS9MCZRTVI,czn09z
2023-04-23,L6WM4665XZVS9MCZRTVI,dhojll
2023-04-23,L6WM4665XZVS9MCZRTVI,dhyyvn
2023-04-23,L6WM4665XZVS9MCZRTVI,fe7svp
2023-04-23,L6WM4665XZVS9MCZRTVI,h4ef77
2023-04-23,LTRZRCI4M19WYVL6Q6L5,c1ehe1
2023-04-23,LTRZRCI4M19WYVL6Q6L5,01uo1p
2023-04-23,LTRZRCI4M19WYVL6Q6L5,14bszj
2023-04-23,LTRZRCI4M19WYVL6Q6L5,2988gl
2023-04-23,LTRZRCI4M19WYVL6Q6L5,2zj9pv
2023-04-23,LTRZRCI4M19WYVL6Q6L5,3evhfu
2023-04-23,LTRZRCI4M19WYVL6Q6L5,3kifef
2023-04-23,LTRZRCI4M19WYVL6Q6L5,4i16gh
2023-04-23,LTRZRCI4M19WYVL6Q6L5,5tp5h7
2023-04-23,LTRZRCI4M19WYVL6Q6L5,786ew2
2023-04-23,LTRZRCI4M19WYVL6Q6L5,84bsc2
2023-04-23,LTRZRCI4M19WYVL6Q6L5,8nagzq
2023-04-23,LTRZRCI4M19WYVL6Q6L5,9ax13p
2023-04-23,LTRZRCI4M19WYVL6Q6L5,b4whzb
2023-04-23,LTRZRCI4M19WYVL6Q6L5,b6nkc2
2023-04-23,LTRZRCI4M19WYVL6Q6L5,buze8b
2023-04-23,LTRZRCI4M19WYVL6Q6L5,c0rddk
2023-04-23,LTRZRCI4M19WYVL6Q6L5,cpgk3r
2023-04-23,LTRZRCI4M19WYVL6Q6L5,fu5ykn
2023-04-23,LTRZRCI4M19WYVL6Q6L5,giukdm
2023-04-23,LW045DVYSGRD75TK6U54,0xv6bk
2023-04-23,LW045DVYSGRD75TK6U54,139cpf
2023-04-23,LW045DVYSGRD75TK6U54,1mlwn4
2023-04-23,LW045DVYSGRD75TK6U54,2cost4
2023-04-23,LW045DVYSGRD75TK6U54,358doq
2023-04-23,LW045DVYSGRD75TK6U54,3ijev0
2023-04-23,LW045DVYSGRD75TK6U54,3tlevh
2023-04-23,LW045DVYSGRD75TK6U54,3w2x1e
2023-04-23,LW045DVYSGRD75TK6U54,4714ya
2023-04-23,LW045DVYSGRD75TK6U54,5en58l
2023-04-23,LW045DVYSGRD75TK6U54,7hdrfj
2023-04-23,LW045DVYSGRD75TK6U54,81hzuj
2023-04-23,LW045DVYSGRD75TK6U54,e3dzk3
2023-04-23,LW045DVYSGRD75TK6U54,exo4et
2023-04-23,LW045DVYSGRD75TK6U54,g3aed2
2023-04-23,LW045DVYSGRD75TK6U54,ggr0gr
2023-04-23,LW045DVYSGRD75TK6U54,i9pweb
2023-04-23,LW045DVYSGRD75TK6U54,iiuf2g
2023-04-23,LW045DVYSGRD75TK6U54,j42cey
2023-04-23,LW045DVYSGRD75TK6U54,jdn59c
2023-04-23,M0LU6DCI1WILGQBZ6808,ocyu17
2023-04-23,M0LU6DCI1WILGQBZ6808,12gijx
2023-04-23,M0LU6DCI1WILGQBZ6808,18ifef
2023-04-23,M0LU6DCI1WILGQBZ6808,2db6t3
2023-04-23,M0LU6DCI1WILGQBZ6808,2vjs3s
2023-04-23,M0LU6DCI1WILGQBZ6808,45hoed
2023-04-23,M0LU6DCI1WILGQBZ6808,49e3oz
2023-04-23,M0LU6DCI1WILGQBZ6808,5zdv46
2023-04-23,M0LU6DCI1WILGQBZ6808,62l6uw
2023-04-23,M0LU6DCI1WILGQBZ6808,9326s4
2023-04-23,M0LU6DCI1WILGQBZ6808,9iiklf
2023-04-23,M0LU6DCI1WILGQBZ6808,b66b0z
2023-04-23,M0LU6DCI1WILGQBZ6808,c2qi3c
2023-04-23,M0LU6DCI1WILGQBZ6808,cuiso5
2023-04-23,M0LU6DCI1WILGQBZ6808,dgz3k9
2023-04-23,M0LU6DCI1WILGQBZ6808,etudxj
2023-04-23,M0LU6DCI1WILGQBZ6808,fefhb0
2023-04-23,M0LU6DCI1WILGQBZ6808,jhv9gr
2023-04-23,M0LU6DCI1WILGQBZ6808,kugp6p
2023-04-23,M0LU6DCI1WILGQBZ6808,lkbkan
2023-04-23,P41C5HK4P2G5GFRMT6ZA,0mqmxl
2023-04-23,P41C5HK4P2G5GFRMT6ZA,0xu1mi
2023-04-23,P41C5HK4P2G5GFRMT6ZA,2t9l0j
2023-04-23,P41C5HK4P2G5GFRMT6ZA,2ucg8e
2023-04-23,P41C5HK4P2G5GFRMT6ZA,39d2xv
2023-04-23,P41C5HK4P2G5GFRMT6ZA,3mhubk
2023-04-23,P41C5HK4P2G5GFRMT6ZA,4lq9hn
2023-04-23,P41C5HK4P2G5GFRMT6ZA,53qkbw
2023-04-23,P41C5HK4P2G5GFRMT6ZA,5zj8y3
2023-04-23,P41C5HK4P2G5GFRMT6ZA,6gnmtw
2023-04-23,P41C5HK4P2G5GFRMT6ZA,7la6hk
2023-04-23,P41C5HK4P2G5GFRMT6ZA,99h9zg
2023-04-23,P41C5HK4P2G5GFRMT6ZA,9jaqva
2023-04-23,P41C5HK4P2G5GFRMT6ZA,9wcfkd
2023-04-23,P41C5HK4P2G5GFRMT6ZA,afs0j7
2023-04-23,P41C5HK4P2G5GFRMT6ZA,ahsif0
2023-04-23,P41C5HK4P2G5GFRMT6ZA,b19w9m
2023-04-23,P41C5HK4P2G5GFRMT6ZA,b8khej
2023-04-23,P41C5HK4P2G5GFRMT6ZA,bakx1p
2023-04-23,P41C5HK4P2G5GFRMT6ZA,d1zrz7
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,03j6wc
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,0b5rmh
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,0wfrps
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,15pp6q
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,1bjt9f
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,2nqzn1
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,2q9qmd
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,2xstvh
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,3b1glx
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,3pulgl
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,4ej8w6
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,6fa8lw
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,6peupa
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,87lp1s
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,8asss7
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,8dxuq2
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,8kc2gc
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,acbohu
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,c2n98t
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,dkmr5q
