log,advertiser_id,product_id
2023-04-23,6X20RDH567MX2X3TXYJ7,9lk424
2023-04-23,8C88YB6E8YCGWU07HA7A,4zv71d
2023-04-23,8C88YB6E8YCGWU07HA7A,5nus5m
2023-04-23,8C88YB6E8YCGWU07HA7A,ro1cyv
2023-04-23,8C88YB6E8YCGWU07HA7A,ud49j6
2023-04-23,8C88YB6E8YCGWU07HA7A,63sjhs
2023-04-23,8C88YB6E8YCGWU07HA7A,86k0ty
2023-04-23,8C88YB6E8YCGWU07HA7A,f73h07
2023-04-23,8C88YB6E8YCGWU07HA7A,fqrt97
2023-04-23,8C88YB6E8YCGWU07HA7A,hskcnp
2023-04-23,8C88YB6E8YCGWU07HA7A,m8x9b5
2023-04-23,8C88YB6E8YCGWU07HA7A,mvpc06
2023-04-23,8C88YB6E8YCGWU07HA7A,spq8c2
2023-04-23,8C88YB6E8YCGWU07HA7A,1lkljp
2023-04-23,8C88YB6E8YCGWU07HA7A,33p8jq
2023-04-23,8C88YB6E8YCGWU07HA7A,3f7v55
2023-04-23,8C88YB6E8YCGWU07HA7A,51qf7s
2023-04-23,8C88YB6E8YCGWU07HA7A,5ovinp
2023-04-23,8C88YB6E8YCGWU07HA7A,7ad005
2023-04-23,8C88YB6E8YCGWU07HA7A,94xh2d
2023-04-23,8C88YB6E8YCGWU07HA7A,aevtqx
2023-04-23,9Z77N44VDW6KX6VBWJ4X,4w0h6r
2023-04-23,9Z77N44VDW6KX6VBWJ4X,oqu3x1
2023-04-23,9Z77N44VDW6KX6VBWJ4X,qlmrkp
2023-04-23,9Z77N44VDW6KX6VBWJ4X,3kp3na
2023-04-23,9Z77N44VDW6KX6VBWJ4X,6b79wl
2023-04-23,9Z77N44VDW6KX6VBWJ4X,7g0wvb
2023-04-23,9Z77N44VDW6KX6VBWJ4X,b6jxck
2023-04-23,9Z77N44VDW6KX6VBWJ4X,cp4txh
2023-04-23,9Z77N44VDW6KX6VBWJ4X,gnd4ys
2023-04-23,9Z77N44VDW6KX6VBWJ4X,n0fkkv
2023-04-23,9Z77N44VDW6KX6VBWJ4X,odaa35
2023-04-23,9Z77N44VDW6KX6VBWJ4X,prcxeg
2023-04-23,9Z77N44VDW6KX6VBWJ4X,wl3v12
2023-04-23,9Z77N44VDW6KX6VBWJ4X,073bf1
2023-04-23,9Z77N44VDW6KX6VBWJ4X,0nljb9
2023-04-23,9Z77N44VDW6KX6VBWJ4X,1cmjuh
2023-04-23,9Z77N44VDW6KX6VBWJ4X,1d5j11
2023-04-23,9Z77N44VDW6KX6VBWJ4X,1jv8ck
2023-04-23,9Z77N44VDW6KX6VBWJ4X,25c4hl
2023-04-23,9Z77N44VDW6KX6VBWJ4X,3i86z1
2023-04-23,AK81O7W3KGPEN8LABG2N,jq0jbw
2023-04-23,AK81O7W3KGPEN8LABG2N,yp7ipf
2023-04-23,AK81O7W3KGPEN8LABG2N,0hk4un
2023-04-23,AK81O7W3KGPEN8LABG2N,4ilgyf
2023-04-23,AK81O7W3KGPEN8LABG2N,724cgy
2023-04-23,AK81O7W3KGPEN8LABG2N,75w4gi
2023-04-23,AK81O7W3KGPEN8LABG2N,9fx1rf
2023-04-23,AK81O7W3KGPEN8LABG2N,gbodqb
2023-04-23,AK81O7W3KGPEN8LABG2N,ktbn1j
2023-04-23,AK81O7W3KGPEN8LABG2N,qziru5
2023-04-23,AK81O7W3KGPEN8LABG2N,0375tj
2023-04-23,AK81O7W3KGPEN8LABG2N,08kcto
2023-04-23,AK81O7W3KGPEN8LABG2N,0khlye
2023-04-23,AK81O7W3KGPEN8LABG2N,2ek1oh
2023-04-23,AK81O7W3KGPEN8LABG2N,3bnqsp
2023-04-23,AK81O7W3KGPEN8LABG2N,4d1wmt
2023-04-23,AK81O7W3KGPEN8LABG2N,5lrl18
2023-04-23,AK81O7W3KGPEN8LABG2N,5td70j
2023-04-23,AK81O7W3KGPEN8LABG2N,6bicwq
2023-04-23,AK81O7W3KGPEN8LABG2N,6x3k6b
2023-04-23,EN1SA43DTN2LIR8DEW5S,qi3jri
2023-04-23,EN1SA43DTN2LIR8DEW5S,0x1xvs
2023-04-23,EN1SA43DTN2LIR8DEW5S,syefkp
2023-04-23,EN1SA43DTN2LIR8DEW5S,05p8w3
2023-04-23,EN1SA43DTN2LIR8DEW5S,3i8xh8
2023-04-23,EN1SA43DTN2LIR8DEW5S,4pe2zo
2023-04-23,EN1SA43DTN2LIR8DEW5S,5eo9ar
2023-04-23,EN1SA43DTN2LIR8DEW5S,6kywq1
2023-04-23,EN1SA43DTN2LIR8DEW5S,cobut9
2023-04-23,EN1SA43DTN2LIR8DEW5S,ixbuqq
2023-04-23,EN1SA43DTN2LIR8DEW5S,linhwz
2023-04-23,EN1SA43DTN2LIR8DEW5S,mgkr2e
2023-04-23,EN1SA43DTN2LIR8DEW5S,n1i0bx
2023-04-23,EN1SA43DTN2LIR8DEW5S,o50z9s
2023-04-23,EN1SA43DTN2LIR8DEW5S,r99d9l
2023-04-23,EN1SA43DTN2LIR8DEW5S,xoct8k
2023-04-23,EN1SA43DTN2LIR8DEW5S,02zmit
2023-04-23,EN1SA43DTN2LIR8DEW5S,0kwo2k
2023-04-23,EN1SA43DTN2LIR8DEW5S,2lvz0y
2023-04-23,EN1SA43DTN2LIR8DEW5S,2uqhzn
2023-04-23,GXLKAA83238FVRU718EX,o8g65d
2023-04-23,GXLKAA83238FVRU718EX,xw2x6o
2023-04-23,GXLKAA83238FVRU718EX,0ftfvq
2023-04-23,GXLKAA83238FVRU718EX,5f0yrb
2023-04-23,GXLKAA83238FVRU718EX,8milxx
2023-04-23,GXLKAA83238FVRU718EX,ogus73
2023-04-23,GXLKAA83238FVRU718EX,perhqq
2023-04-23,GXLKAA83238FVRU718EX,u1ipbf
2023-04-23,GXLKAA83238FVRU718EX,u8lvng
2023-04-23,GXLKAA83238FVRU718EX,x3c25o
2023-04-23,GXLKAA83238FVRU718EX,ydglo4
2023-04-23,GXLKAA83238FVRU718EX,4zcdiu
2023-04-23,GXLKAA83238FVRU718EX,5fmakr
2023-04-23,GXLKAA83238FVRU718EX,5gf94k
2023-04-23,GXLKAA83238FVRU718EX,6arj5u
2023-04-23,GXLKAA83238FVRU718EX,6j2s9z
2023-04-23,GXLKAA83238FVRU718EX,8i58a2
2023-04-23,GXLKAA83238FVRU718EX,94ev02
2023-04-23,GXLKAA83238FVRU718EX,ab7so9
2023-04-23,GXLKAA83238FVRU718EX,awjm6m
2023-04-23,HC26ZE93SA4WWA0BRFM6,27eat6
2023-04-23,HC26ZE93SA4WWA0BRFM6,6tfc4r
2023-04-23,HC26ZE93SA4WWA0BRFM6,jag86o
2023-04-23,HC26ZE93SA4WWA0BRFM6,5oxviy
2023-04-23,HC26ZE93SA4WWA0BRFM6,9oape2
2023-04-23,HC26ZE93SA4WWA0BRFM6,cegbkn
2023-04-23,HC26ZE93SA4WWA0BRFM6,gbtt17
2023-04-23,HC26ZE93SA4WWA0BRFM6,j57mnd
2023-04-23,HC26ZE93SA4WWA0BRFM6,omvfxd
2023-04-23,HC26ZE93SA4WWA0BRFM6,p3apy0
2023-04-23,HC26ZE93SA4WWA0BRFM6,pwm7km
2023-04-23,HC26ZE93SA4WWA0BRFM6,sq7uqy
2023-04-23,HC26ZE93SA4WWA0BRFM6,uupxoe
2023-04-23,HC26ZE93SA4WWA0BRFM6,yrv8vv
2023-04-23,HC26ZE93SA4WWA0BRFM6,0j1fdn
2023-04-23,HC26ZE93SA4WWA0BRFM6,0qky5i
2023-04-23,HC26ZE93SA4WWA0BRFM6,34tyjb
2023-04-23,HC26ZE93SA4WWA0BRFM6,4zqqvb
2023-04-23,HC26ZE93SA4WWA0BRFM6,62dvuj
2023-04-23,HC26ZE93SA4WWA0BRFM6,6vn2d1
2023-04-23,IDOFCO721HTJGDH7332G,015ly6
2023-04-23,IDOFCO721HTJGDH7332G,09aor9
2023-04-23,IDOFCO721HTJGDH7332G,1f34uj
2023-04-23,IDOFCO721HTJGDH7332G,3h779a
2023-04-23,IDOFCO721HTJGDH7332G,3ql6y1
2023-04-23,IDOFCO721HTJGDH7332G,3rjex0
2023-04-23,IDOFCO721HTJGDH7332G,7beo22
2023-04-23,IDOFCO721HTJGDH7332G,8y08ql
2023-04-23,IDOFCO721HTJGDH7332G,ebgkpl
2023-04-23,IDOFCO721HTJGDH7332G,f4skmk
2023-04-23,IDOFCO721HTJGDH7332G,fmjzux
2023-04-23,IDOFCO721HTJGDH7332G,gnglwo
2023-04-23,IDOFCO721HTJGDH7332G,gza1gh
2023-04-23,IDOFCO721HTJGDH7332G,kd2dba
2023-04-23,IDOFCO721HTJGDH7332G,kux6c4
2023-04-23,IDOFCO721HTJGDH7332G,ntvvfs
2023-04-23,IDOFCO721HTJGDH7332G,ped1lm
2023-04-23,IDOFCO721HTJGDH7332G,xwg5tc
2023-04-23,IDOFCO721HTJGDH7332G,2harmu
2023-04-23,IDOFCO721HTJGDH7332G,4x5403
2023-04-23,IOBPI63RBJIHI5FB7U9O,5rsuey
2023-04-23,IOBPI63RBJIHI5FB7U9O,81an2b
2023-04-23,IOBPI63RBJIHI5FB7U9O,clatea
2023-04-23,IOBPI63RBJIHI5FB7U9O,t61yha
2023-04-23,IOBPI63RBJIHI5FB7U9O,0sqjeh
2023-04-23,IOBPI63RBJIHI5FB7U9O,104jo8
2023-04-23,IOBPI63RBJIHI5FB7U9O,7aqxgy
2023-04-23,IOBPI63RBJIHI5FB7U9O,8kzbc4
2023-04-23,IOBPI63RBJIHI5FB7U9O,f000fl
2023-04-23,IOBPI63RBJIHI5FB7U9O,g3x6z6
2023-04-23,IOBPI63RBJIHI5FB7U9O,pztq8f
2023-04-23,IOBPI63RBJIHI5FB7U9O,s6qnd2
2023-04-23,IOBPI63RBJIHI5FB7U9O,1ey5jh
2023-04-23,IOBPI63RBJIHI5FB7U9O,2phdn9
2023-04-23,IOBPI63RBJIHI5FB7U9O,2wcwdn
2023-04-23,IOBPI63RBJIHI5FB7U9O,445jwt
2023-04-23,IOBPI63RBJIHI5FB7U9O,513q6i
2023-04-23,IOBPI63RBJIHI5FB7U9O,6890m5
2023-04-23,IOBPI63RBJIHI5FB7U9O,6k1qz9
2023-04-23,IOBPI63RBJIHI5FB7U9O,6yp1n7
2023-04-23,KD9PHCBGYFBRI9ET1O9R,5hmm7f
2023-04-23,KD9PHCBGYFBRI9ET1O9R,27ndjd
2023-04-23,KD9PHCBGYFBRI9ET1O9R,5f1f89
2023-04-23,KD9PHCBGYFBRI9ET1O9R,63tkkc
2023-04-23,KD9PHCBGYFBRI9ET1O9R,dhws5i
2023-04-23,KD9PHCBGYFBRI9ET1O9R,kqf7nd
2023-04-23,KD9PHCBGYFBRI9ET1O9R,1vqx1c
2023-04-23,KD9PHCBGYFBRI9ET1O9R,2c1qe9
2023-04-23,KD9PHCBGYFBRI9ET1O9R,3xrxgz
2023-04-23,KD9PHCBGYFBRI9ET1O9R,730uqj
2023-04-23,KD9PHCBGYFBRI9ET1O9R,847h5q
2023-04-23,KD9PHCBGYFBRI9ET1O9R,fbf182
2023-04-23,KD9PHCBGYFBRI9ET1O9R,g7ml6l
2023-04-23,KD9PHCBGYFBRI9ET1O9R,igp6ou
2023-04-23,KD9PHCBGYFBRI9ET1O9R,jo1hob
2023-04-23,KD9PHCBGYFBRI9ET1O9R,jzo8ze
2023-04-23,KD9PHCBGYFBRI9ET1O9R,nflcdb
2023-04-23,KD9PHCBGYFBRI9ET1O9R,pgbrf5
2023-04-23,KD9PHCBGYFBRI9ET1O9R,40qfw4
2023-04-23,KD9PHCBGYFBRI9ET1O9R,5putin
2023-04-23,L6WM4665XZVS9MCZRTVI,7ear9g
2023-04-23,L6WM4665XZVS9MCZRTVI,2j8cz5
2023-04-23,L6WM4665XZVS9MCZRTVI,2nh8li
2023-04-23,L6WM4665XZVS9MCZRTVI,4i3wlw
2023-04-23,L6WM4665XZVS9MCZRTVI,4lr1ww
2023-04-23,L6WM4665XZVS9MCZRTVI,5skzfn
2023-04-23,L6WM4665XZVS9MCZRTVI,a1orlq
2023-04-23,L6WM4665XZVS9MCZRTVI,iee3os
2023-04-23,L6WM4665XZVS9MCZRTVI,talal6
2023-04-23,L6WM4665XZVS9MCZRTVI,00by9s
2023-04-23,L6WM4665XZVS9MCZRTVI,0v9jmr
2023-04-23,L6WM4665XZVS9MCZRTVI,25sj7s
2023-04-23,L6WM4665XZVS9MCZRTVI,3wlpe9
2023-04-23,L6WM4665XZVS9MCZRTVI,4ctnez
2023-04-23,L6WM4665XZVS9MCZRTVI,6awfzy
2023-04-23,L6WM4665XZVS9MCZRTVI,6wrieo
2023-04-23,L6WM4665XZVS9MCZRTVI,dz4qka
2023-04-23,L6WM4665XZVS9MCZRTVI,epjdi4
2023-04-23,L6WM4665XZVS9MCZRTVI,eqfo06
2023-04-23,L6WM4665XZVS9MCZRTVI,fe7svp
2023-04-23,LTRZRCI4M19WYVL6Q6L5,fpor4l
2023-04-23,LTRZRCI4M19WYVL6Q6L5,i7yc39
2023-04-23,LTRZRCI4M19WYVL6Q6L5,14bszj
2023-04-23,LTRZRCI4M19WYVL6Q6L5,1agpfl
2023-04-23,LTRZRCI4M19WYVL6Q6L5,5ekai3
2023-04-23,LTRZRCI4M19WYVL6Q6L5,c0rddk
2023-04-23,LTRZRCI4M19WYVL6Q6L5,hsoa90
2023-04-23,LTRZRCI4M19WYVL6Q6L5,iqyfrm
2023-04-23,LTRZRCI4M19WYVL6Q6L5,jtr1zd
2023-04-23,LTRZRCI4M19WYVL6Q6L5,lj3uqs
2023-04-23,LTRZRCI4M19WYVL6Q6L5,lqyol0
2023-04-23,LTRZRCI4M19WYVL6Q6L5,nzjq28
2023-04-23,LTRZRCI4M19WYVL6Q6L5,nzml33
2023-04-23,LTRZRCI4M19WYVL6Q6L5,on35wd
2023-04-23,LTRZRCI4M19WYVL6Q6L5,p4qwq2
2023-04-23,LTRZRCI4M19WYVL6Q6L5,z9594q
2023-04-23,LTRZRCI4M19WYVL6Q6L5,1joyl4
2023-04-23,LTRZRCI4M19WYVL6Q6L5,2988gl
2023-04-23,LTRZRCI4M19WYVL6Q6L5,2ppn5x
2023-04-23,LTRZRCI4M19WYVL6Q6L5,3kifef
2023-04-23,LW045DVYSGRD75TK6U54,e9cu5g
2023-04-23,LW045DVYSGRD75TK6U54,w2r6km
2023-04-23,LW045DVYSGRD75TK6U54,wqai2j
2023-04-23,LW045DVYSGRD75TK6U54,1mlwn4
2023-04-23,LW045DVYSGRD75TK6U54,6y734b
2023-04-23,LW045DVYSGRD75TK6U54,81hzuj
2023-04-23,LW045DVYSGRD75TK6U54,i9pweb
2023-04-23,LW045DVYSGRD75TK6U54,j1jk2u
2023-04-23,LW045DVYSGRD75TK6U54,jdn59c
2023-04-23,LW045DVYSGRD75TK6U54,mhvv97
2023-04-23,LW045DVYSGRD75TK6U54,muny8r
2023-04-23,LW045DVYSGRD75TK6U54,p9r3i6
2023-04-23,LW045DVYSGRD75TK6U54,s4m53i
2023-04-23,LW045DVYSGRD75TK6U54,uuqpvr
2023-04-23,LW045DVYSGRD75TK6U54,xsrk9u
2023-04-23,LW045DVYSGRD75TK6U54,y7pmp0
2023-04-23,LW045DVYSGRD75TK6U54,0xv6bk
2023-04-23,LW045DVYSGRD75TK6U54,1xrx25
2023-04-23,LW045DVYSGRD75TK6U54,358doq
2023-04-23,LW045DVYSGRD75TK6U54,3w2x1e
2023-04-23,M0LU6DCI1WILGQBZ6808,kugp6p
2023-04-23,M0LU6DCI1WILGQBZ6808,aakvj0
2023-04-23,M0LU6DCI1WILGQBZ6808,0vdxom
2023-04-23,M0LU6DCI1WILGQBZ6808,2di367
2023-04-23,M0LU6DCI1WILGQBZ6808,45hoed
2023-04-23,M0LU6DCI1WILGQBZ6808,62l6uw
2023-04-23,M0LU6DCI1WILGQBZ6808,6gltaw
2023-04-23,M0LU6DCI1WILGQBZ6808,f4e7cd
2023-04-23,M0LU6DCI1WILGQBZ6808,fefhb0
2023-04-23,M0LU6DCI1WILGQBZ6808,jcq76v
2023-04-23,M0LU6DCI1WILGQBZ6808,lkbkan
2023-04-23,M0LU6DCI1WILGQBZ6808,npiwus
2023-04-23,M0LU6DCI1WILGQBZ6808,pqabtg
2023-04-23,M0LU6DCI1WILGQBZ6808,tegqan
2023-04-23,M0LU6DCI1WILGQBZ6808,vh2ao5
2023-04-23,M0LU6DCI1WILGQBZ6808,x57n42
2023-04-23,M0LU6DCI1WILGQBZ6808,z4xlup
2023-04-23,M0LU6DCI1WILGQBZ6808,12gijx
2023-04-23,M0LU6DCI1WILGQBZ6808,18ifef
2023-04-23,M0LU6DCI1WILGQBZ6808,1vbx1w
2023-04-23,P41C5HK4P2G5GFRMT6ZA,b86y0j
2023-04-23,P41C5HK4P2G5GFRMT6ZA,mbhkky
2023-04-23,P41C5HK4P2G5GFRMT6ZA,rh2pje
2023-04-23,P41C5HK4P2G5GFRMT6ZA,0mqmxl
2023-04-23,P41C5HK4P2G5GFRMT6ZA,2jp0ee
2023-04-23,P41C5HK4P2G5GFRMT6ZA,5zj8y3
2023-04-23,P41C5HK4P2G5GFRMT6ZA,7la6hk
2023-04-23,P41C5HK4P2G5GFRMT6ZA,8huvrw
2023-04-23,P41C5HK4P2G5GFRMT6ZA,bh9h1a
2023-04-23,P41C5HK4P2G5GFRMT6ZA,g5jprm
2023-04-23,P41C5HK4P2G5GFRMT6ZA,gnqmry
2023-04-23,P41C5HK4P2G5GFRMT6ZA,n4nu4g
2023-04-23,P41C5HK4P2G5GFRMT6ZA,s61stm
2023-04-23,P41C5HK4P2G5GFRMT6ZA,t2y5xj
2023-04-23,P41C5HK4P2G5GFRMT6ZA,yroe29
2023-04-23,P41C5HK4P2G5GFRMT6ZA,0nd28c
2023-04-23,P41C5HK4P2G5GFRMT6ZA,2t9l0j
2023-04-23,P41C5HK4P2G5GFRMT6ZA,37a21n
2023-04-23,P41C5HK4P2G5GFRMT6ZA,4kkmua
2023-04-23,P41C5HK4P2G5GFRMT6ZA,4lq9hn
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,i4756r
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,q15do6
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,tdzpxc
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,0q0kg3
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,87lp1s
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,8dxuq2
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,igzucd
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,iii41j
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,m76e67
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,oocfg0
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,sc0smc
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,ut5007
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,x4c2jl
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,03j6wc
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,0b5rmh
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,0zydzi
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,10axas
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,15c15q
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,2nqzn1
2023-04-23,SOVPFK3BBWKTQM9HOHWJ,2xstvh
